timestamp,email,device_name,duration_minutes
2025-02-13T09:55:00,hila28@walla.co.il,Pixel,73
2025-02-13T12:46:00,noa420@hotmail.com,Galaxy,218
2025-02-13T17:54:00,shai926@walla.co.il,iPad,234
2025-02-13T20:23:00,rotem101@gmail.com,MacBook-Pro,216
2025-02-14T22:06:00,rinat652@gmail.com,Lenovo,175
2025-02-15T10:40:00,noa981@walla.co.il,דור-iPhone,88
2025-02-15T11:39:00,nope@nope.com,android-xxxx,153
2025-02-17T10:37:00,noa981@yahoo.com,דוד-iPhone,154
2025-02-17T15:49:00,nope@nope.com,Unknown,95
2025-02-17T19:16:00,danny972@yahoo.com,MacBook-Pro,137
2025-02-17T20:21:00,amit533@icloud.com,Pixel,99
2025-02-18T08:03:00,rinat449@hotmail.com,תהילה-iPhone,135
2025-02-18T12:32:00,1@1.com,PC,83
2025-02-18T17:40:00,roni752@yahoo.com,Surface,83
2025-02-18T19:44:00,danny336@hotmail.com,iPhone,137
2025-02-18T20:46:00,nope@nope.com,iPhone,86
2025-02-18T21:42:00,tal528@yahoo.com,Pixel,196
2025-02-19T09:49:00,noa981@walla.co.il,Surface,283
2025-02-19T11:33:00,free.wifi@gmail.com,iPhone,133
2025-02-19T14:13:00,asdf@asdf.com,PC,11
2025-02-20T10:04:00,roni696@gmail.com,שחר-iPhone,34
2025-02-21T11:01:00,dor406@gmail.com,Surface,259
2025-02-21T12:44:00,danny527@walla.co.il,Pixel,274
2025-02-21T13:21:00,noa981@yahoo.com,Lenovo,272
2025-02-21T20:31:00,rinat988@hotmail.com,Pixel,135
2025-02-22T07:38:00,michal558@yahoo.com,Galaxy,318
2025-02-23T10:11:00,noa449@hotmail.com,Pixel,316
2025-02-23T17:33:00,lior305@outlook.com,iPad,199
2025-02-24T11:40:00,dor781@gmail.com,Galaxy,36
2025-02-24T17:09:00,yael886@gmail.com,iPhone,56
2025-02-24T17:38:00,asdf@asdf.com,iPhone,149
2025-02-24T18:20:00,ori510@hotmail.com,MacBook-Pro,22
2025-02-25T09:32:00,free.wifi@gmail.com,Unknown,135
2025-02-25T17:20:00,shira852@gmail.com,iPad,334
2025-02-25T17:36:00,ori928@gmail.com,Lenovo,342
2025-02-25T19:27:00,x@x.com,iPhone,100
2025-02-26T07:48:00,amit537@gmail.com,iPhone,82
2025-02-26T08:19:00,asdf@asdf.com,iPhone,89
2025-02-26T10:50:00,hila552@gmail.com,iPhone,79
2025-02-27T10:33:00,shira825@yahoo.com,Pixel,269
2025-02-28T10:34:00,shai125@gmail.com,MacBook-Pro,161
2025-02-28T13:54:00,dor10@icloud.com,Lenovo,78
2025-03-01T07:41:00,guy323@gmail.com,הראל-iPhone,338
2025-03-01T16:05:00,tomer972@gmail.com,Galaxy,60
2025-03-01T22:02:00,david78@gmail.com,Lenovo,197
2025-03-01T22:39:00,arnon888@icloud.com,אלין-iPhone,244
2025-03-02T12:55:00,yael217@icloud.com,MacBook-Pro,17
2025-03-02T14:45:00,yael414@gmail.com,iPad,112
2025-03-02T17:37:00,dor441@gmail.com,Surface,91
2025-03-02T18:19:00,ori94@walla.co.il,שרה-iPhone,170
2025-03-02T19:53:00,yossi599@gmail.com,Pixel,298
2025-03-02T20:31:00,hila552@gmail.com,Lenovo,80
2025-03-02T22:14:00,test@test.com,iPhone,10
2025-03-03T11:25:00,yael780@outlook.com,iPhone,155
2025-03-03T18:36:00,hila482@hotmail.com,Pixel,35
2025-03-05T16:15:00,roni752@yahoo.com,Surface,139
2025-03-05T16:23:00,roni31@hotmail.com,MacBook-Pro,231
2025-03-05T21:19:00,yossi504@gmail.com,iPhone,247
2025-03-05T22:41:00,michal841@gmail.com,Lenovo,226
2025-03-06T09:11:00,tomer502@hotmail.com,iPad,135
2025-03-06T11:00:00,noa853@outlook.com,iPad,72
2025-03-06T13:25:00,ori918@hotmail.com,iPhone,127
2025-03-07T14:40:00,a@a.com,android-xxxx,163
2025-03-07T22:55:00,noa704@hotmail.com,Pixel,199
2025-03-08T10:21:00,dor406@gmail.com,Surface,272
2025-03-08T13:12:00,tal47@walla.co.il,Surface,206
2025-03-08T13:19:00,omer568@gmail.com,Surface,355
2025-03-08T19:30:00,asdf@asdf.com,Unknown,24
2025-03-08T20:30:00,ori928@gmail.com,Galaxy,214
2025-03-08T20:54:00,yael414@gmail.com,iPad,322
2025-03-09T07:17:00,nope@nope.com,Unknown,68
2025-03-09T17:48:00,shai937@walla.co.il,iPhone,170
2025-03-10T17:44:00,yael414@gmail.com,Surface,123
2025-03-10T18:03:00,yossi5@walla.co.il,Surface,268
2025-03-11T07:25:00,danny527@walla.co.il,iPad,336
2025-03-12T10:54:00,alon607@hotmail.com,iPad,239
2025-03-12T14:05:00,a@a.com,iPhone,75
2025-03-12T18:56:00,nope@nope.com,android-xxxx,27
2025-03-13T07:23:00,user@example.com,Unknown,92
2025-03-13T11:19:00,michal568@gmail.com,iPhone,270
2025-03-13T18:47:00,danny450@gmail.com,Surface,17
2025-03-13T22:48:00,alon328@hotmail.com,Lenovo,98
2025-03-13T22:52:00,maya141@yahoo.com,Pixel,97
2025-03-14T07:58:00,arnon729@hotmail.com,iPad,27
2025-03-14T09:15:00,rinat363@walla.co.il,Galaxy,21
2025-03-14T15:07:00,noa704@hotmail.com,רפי-iPhone,37
2025-03-14T16:16:00,a@a.com,Unknown,24
2025-03-14T16:54:00,tomer525@outlook.com,iPad,83
2025-03-14T18:31:00,test@test.com,android-xxxx,152
2025-03-15T10:11:00,tomer882@gmail.com,iPad,155
2025-03-15T21:04:00,omer568@gmail.com,Surface,324
2025-03-16T07:11:00,a@a.com,android-xxxx,48
2025-03-16T09:20:00,amit840@gmail.com,MacBook-Pro,108
2025-03-16T13:20:00,tomer704@icloud.com,iPhone,322
2025-03-16T16:53:00,nir148@icloud.com,iPad,270
2025-03-16T17:07:00,test@test.com,iPhone,7
2025-03-17T10:22:00,david78@gmail.com,Galaxy,119
2025-03-17T15:59:00,guy323@gmail.com,MacBook-Pro,153
2025-03-17T22:05:00,noa998@gmail.com,Lenovo,107
2025-03-17T22:27:00,noa853@outlook.com,iPhone,74
2025-03-18T11:20:00,tomer367@walla.co.il,MacBook-Pro,214
2025-03-18T12:30:00,guy205@walla.co.il,MacBook-Pro,285
2025-03-19T12:27:00,arnon729@hotmail.com,עמרי-iPhone,322
2025-03-20T10:58:00,a@a.com,android-xxxx,98
2025-03-20T17:36:00,michal568@gmail.com,Surface,210
2025-03-20T21:31:00,amit447@icloud.com,Lenovo,25
2025-03-21T15:14:00,shai563@gmail.com,Lenovo,217
2025-03-21T18:32:00,hila552@gmail.com,iPhone,136
2025-03-21T21:14:00,noa998@gmail.com,Surface,203
2025-03-22T14:33:00,danny527@walla.co.il,MacBook-Pro,319
2025-03-22T15:56:00,danny336@hotmail.com,Pixel,356
2025-03-22T16:45:00,alon607@hotmail.com,Lenovo,274
2025-03-23T07:01:00,nir547@gmail.com,Pixel,138
2025-03-23T15:08:00,noa687@hotmail.com,iPhone,147
2025-03-23T17:13:00,yossi599@gmail.com,Galaxy,62
2025-03-24T07:25:00,guy205@walla.co.il,Surface,247
2025-03-24T09:19:00,lior16@gmail.com,Galaxy,217
2025-03-24T09:35:00,yael217@icloud.com,Pixel,32
2025-03-24T13:18:00,rotem42@gmail.com,Galaxy,356
2025-03-24T15:43:00,noa687@hotmail.com,iPad,222
2025-03-24T17:57:00,shira958@gmail.com,Surface,158
2025-03-24T20:52:00,no.email@nope.com,android-xxxx,27
2025-03-25T11:32:00,hila482@hotmail.com,MacBook-Pro,263
2025-03-26T08:51:00,ori918@hotmail.com,עומר-iPhone,346
2025-03-26T13:15:00,tomer502@hotmail.com,Surface,105
2025-03-26T20:03:00,hila719@hotmail.com,Surface,33
2025-03-26T20:16:00,noa981@walla.co.il,Pixel,271
2025-03-27T12:02:00,shira852@gmail.com,Surface,277
2025-03-29T17:48:00,noa449@hotmail.com,Surface,107
2025-03-29T18:07:00,maya117@yahoo.com,עמרי-iPhone,142
2025-03-29T20:56:00,arnon162@gmail.com,Galaxy,75
2025-03-30T13:43:00,nope@nope.com,PC,31
2025-03-30T17:51:00,rotem101@gmail.com,Pixel,116
2025-03-30T20:35:00,shai894@gmail.com,Lenovo,216
2025-03-31T15:58:00,fake@email.com,iPhone,105
2025-03-31T19:48:00,user@example.com,Unknown,20
2025-04-01T15:58:00,dor964@outlook.com,Galaxy,25
2025-04-01T18:11:00,nir279@gmail.com,MacBook-Pro,116
2025-04-02T15:10:00,rinat449@hotmail.com,Lenovo,188
2025-04-02T21:29:00,test@test.com,PC,7
2025-04-03T20:50:00,yael414@gmail.com,MacBook-Pro,29
2025-04-04T13:16:00,nir279@gmail.com,Surface,240
2025-04-04T15:49:00,nir299@hotmail.com,Galaxy,93
2025-04-04T22:00:00,shai993@gmail.com,Galaxy,295
2025-04-05T22:12:00,x@x.com,PC,133
2025-04-06T13:04:00,ori928@gmail.com,Surface,160
2025-04-06T17:57:00,free.wifi@gmail.com,android-xxxx,8
2025-04-07T09:17:00,user@example.com,android-xxxx,180
2025-04-07T11:03:00,noa704@hotmail.com,iPad,108
2025-04-07T19:11:00,1@1.com,iPhone,140
2025-04-09T09:52:00,dor10@icloud.com,Pixel,128
2025-04-09T11:27:00,yael780@outlook.com,iPhone,330
2025-04-09T22:22:00,arnon888@icloud.com,Lenovo,133
2025-04-10T11:40:00,michal558@yahoo.com,Pixel,196
2025-04-10T14:46:00,user@example.com,iPhone,173
2025-04-12T13:03:00,free.wifi@gmail.com,PC,16
2025-04-12T15:44:00,rotem101@gmail.com,MacBook-Pro,40
2025-04-13T09:55:00,yael780@outlook.com,iPhone,209
2025-04-13T20:25:00,hila907@yahoo.com,Pixel,334
2025-04-14T11:24:00,rinat834@yahoo.com,iPad,343
2025-04-14T14:48:00,omer274@gmail.com,iPad,267
2025-04-14T21:17:00,omer568@gmail.com,iPad,18
2025-04-15T19:04:00,michal568@gmail.com,Surface,111
2025-04-15T20:17:00,noa687@hotmail.com,Pixel,345
2025-04-16T14:18:00,ori928@gmail.com,Galaxy,247
2025-04-16T14:53:00,shai125@gmail.com,Lenovo,58
2025-04-16T19:11:00,user@example.com,Unknown,174
2025-04-17T14:57:00,hila472@yahoo.com,iPad,246
2025-04-17T19:27:00,shira852@gmail.com,Galaxy,133
2025-04-18T08:01:00,rinat988@hotmail.com,יעקב-iPhone,148
2025-04-18T12:58:00,yossi688@yahoo.com,Lenovo,338
2025-04-18T14:03:00,amit940@gmail.com,MacBook-Pro,75
2025-04-18T21:28:00,michal568@gmail.com,iPhone,206
2025-04-19T14:49:00,amit767@gmail.com,Lenovo,297
2025-04-20T16:16:00,noa981@yahoo.com,iPhone,167
2025-04-21T08:57:00,omer230@gmail.com,iPad,241
2025-04-21T16:46:00,yael414@gmail.com,iPad,229
2025-04-22T10:35:00,nope@nope.com,Unknown,151
2025-04-22T13:47:00,shai937@walla.co.il,iPhone,200
2025-04-23T15:42:00,shira958@gmail.com,Lenovo,358
2025-04-23T15:46:00,dor964@outlook.com,MacBook-Pro,188
2025-04-23T17:17:00,yael512@gmail.com,iPad,312
2025-04-25T08:52:00,test@test.com,android-xxxx,31
2025-04-25T14:29:00,omer302@icloud.com,iPad,137
2025-04-25T16:59:00,nope@nope.com,PC,96
2025-04-26T19:25:00,user@example.com,Unknown,61
2025-04-27T08:45:00,nope@nope.com,iPhone,9
2025-04-27T11:51:00,hila719@hotmail.com,Surface,226
2025-04-27T20:24:00,arnon729@hotmail.com,MacBook-Pro,195
2025-04-29T10:42:00,asdf@asdf.com,PC,178
2025-04-29T10:45:00,yossi599@gmail.com,MacBook-Pro,273
2025-04-30T07:29:00,michal558@yahoo.com,Surface,252
2025-04-30T21:46:00,shai926@walla.co.il,Lenovo,189
2025-04-30T22:23:00,dor10@icloud.com,iPhone,158
2025-05-01T18:00:00,amit840@gmail.com,iPad,23
2025-05-01T21:41:00,free.wifi@gmail.com,Unknown,10
2025-05-02T10:49:00,yossi371@walla.co.il,מאור-iPhone,183
2025-05-02T14:05:00,1@1.com,Unknown,63
2025-05-02T21:47:00,tal76@outlook.com,אביגיל-iPhone,83
2025-05-03T10:09:00,noa687@hotmail.com,iPad,29
2025-05-03T13:05:00,shira852@gmail.com,iPhone,230
2025-05-03T15:35:00,david892@hotmail.com,Surface,173
2025-05-03T16:10:00,ori918@hotmail.com,Galaxy,48
2025-05-04T07:57:00,dor10@icloud.com,Surface,31
2025-05-04T07:57:00,free.wifi@gmail.com,android-xxxx,73
2025-05-04T19:12:00,yossi599@gmail.com,Surface,41
2025-05-05T11:51:00,michal558@yahoo.com,iPhone,45
2025-05-05T13:34:00,yossi513@gmail.com,iPhone,355
2025-05-05T22:02:00,hila943@icloud.com,ליבי-iPhone,338
2025-05-06T08:07:00,danny670@gmail.com,iPad,218
2025-05-06T15:20:00,no.email@nope.com,Unknown,18
2025-05-06T16:29:00,noa687@hotmail.com,Lenovo,301
2025-05-06T17:21:00,lior16@gmail.com,iPad,250
2025-05-07T08:40:00,yael513@yahoo.com,Pixel,79
2025-05-07T10:30:00,yael664@gmail.com,iPad,189
2025-05-07T11:46:00,yael780@outlook.com,MacBook-Pro,142
2025-05-07T12:00:00,hila943@icloud.com,Galaxy,62
2025-05-07T14:41:00,hila28@walla.co.il,Pixel,318
2025-05-08T09:17:00,amit537@gmail.com,MacBook-Pro,336
2025-05-08T14:38:00,yossi513@gmail.com,Surface,281
2025-05-08T19:27:00,user@example.com,Unknown,71
2025-05-09T13:31:00,fake@email.com,android-xxxx,118
2025-05-10T13:32:00,danny336@hotmail.com,iPhone,251
2025-05-10T19:19:00,rinat449@hotmail.com,Surface,358
2025-05-10T20:18:00,1@1.com,iPhone,106
2025-05-10T22:28:00,nope@nope.com,android-xxxx,56
2025-05-11T20:44:00,noa469@gmail.com,MacBook-Pro,289
2025-05-12T07:34:00,yael512@gmail.com,Galaxy,210
2025-05-12T22:16:00,fake@email.com,PC,8
2025-05-13T14:56:00,maya368@hotmail.com,Pixel,113
2025-05-13T18:07:00,yossi504@gmail.com,iPhone,348
2025-05-14T07:49:00,tal991@outlook.com,Pixel,159
2025-05-16T09:10:00,test@test.com,iPhone,126
2025-05-16T10:59:00,no.email@nope.com,Unknown,95
2025-05-16T17:27:00,noa704@hotmail.com,MacBook-Pro,176
2025-05-16T17:58:00,yossi507@outlook.com,MacBook-Pro,123
2025-05-17T16:47:00,yael414@gmail.com,Lenovo,210
2025-05-18T09:36:00,rinat181@walla.co.il,iPhone,303
2025-05-18T10:15:00,guy45@yahoo.com,MacBook-Pro,170
2025-05-18T10:28:00,danny450@gmail.com,Lenovo,97
2025-05-18T13:59:00,noa981@walla.co.il,Surface,172
2025-05-19T07:09:00,user@example.com,android-xxxx,173
2025-05-19T10:34:00,nir649@icloud.com,Galaxy,295
2025-05-19T11:46:00,x@x.com,PC,154
2025-05-20T13:37:00,david78@gmail.com,iPhone,284
2025-05-21T19:24:00,asdf@asdf.com,PC,111
2025-05-21T20:07:00,asdf@asdf.com,PC,48
2025-05-23T20:34:00,tomer375@gmail.com,Lenovo,176
2025-05-23T21:02:00,tomer704@icloud.com,MacBook-Pro,255
2025-05-24T10:27:00,ori890@gmail.com,MacBook-Pro,144
2025-05-24T10:55:00,yael780@outlook.com,Pixel,141
2025-05-24T20:13:00,lior16@gmail.com,אמה-iPhone,190
2025-05-25T07:19:00,noa998@gmail.com,MacBook-Pro,105
2025-05-25T15:38:00,noa449@hotmail.com,Galaxy,39
2025-05-25T18:04:00,arnon729@hotmail.com,עמרי-iPhone,75
2025-05-26T11:53:00,user@example.com,Unknown,141
2025-05-26T12:53:00,david78@gmail.com,MacBook-Pro,275
2025-05-27T12:05:00,alon607@hotmail.com,Pixel,205
2025-05-27T15:27:00,nir429@gmail.com,iPad,171
2025-05-27T18:56:00,amit872@yahoo.com,Galaxy,153
2025-05-28T07:14:00,yossi513@gmail.com,אפרת-iPhone,190
2025-05-29T15:15:00,yael414@gmail.com,Lenovo,142
2025-05-29T16:31:00,yael780@outlook.com,Galaxy,234
2025-05-29T18:39:00,rinat652@gmail.com,Surface,35
2025-05-31T07:29:00,test@test.com,android-xxxx,77
2025-05-31T09:24:00,nir279@gmail.com,Galaxy,156
2025-05-31T15:13:00,maya117@yahoo.com,iPhone,338
2025-05-31T19:25:00,alon714@outlook.com,Galaxy,331
2025-05-31T19:26:00,rotem42@gmail.com,נועם-iPhone,256
2025-05-31T22:01:00,ori94@walla.co.il,MacBook-Pro,87
2025-06-01T12:04:00,guy993@gmail.com,Pixel,310
2025-06-02T22:51:00,danny972@yahoo.com,Surface,173
2025-06-03T16:42:00,yossi504@gmail.com,MacBook-Pro,208
2025-06-03T18:27:00,danny450@gmail.com,MacBook-Pro,289
2025-06-04T09:59:00,yossi688@yahoo.com,iPad,167
2025-06-04T15:12:00,tal991@outlook.com,MacBook-Pro,293
2025-06-04T16:11:00,1@1.com,PC,178
2025-06-04T18:49:00,no.email@nope.com,iPhone,172
2025-06-04T22:06:00,roni752@yahoo.com,MacBook-Pro,143
2025-06-05T09:10:00,ori928@gmail.com,Galaxy,360
2025-06-05T14:01:00,test@test.com,Unknown,55
2025-06-05T17:28:00,free.wifi@gmail.com,iPhone,144
2025-06-05T19:04:00,free.wifi@gmail.com,PC,125
2025-06-06T08:34:00,fake@email.com,Unknown,160
2025-06-06T17:36:00,danny527@walla.co.il,Galaxy,71
2025-06-06T20:49:00,alon146@yahoo.com,הראל-iPhone,61
2025-06-07T10:09:00,free.wifi@gmail.com,Unknown,33
2025-06-07T17:30:00,alon328@hotmail.com,MacBook-Pro,139
2025-06-07T20:43:00,nir299@hotmail.com,MacBook-Pro,45
2025-06-09T07:51:00,free.wifi@gmail.com,android-xxxx,34
2025-06-09T09:40:00,tomer375@gmail.com,Galaxy,29
2025-06-09T20:32:00,yael337@gmail.com,הילה-iPhone,174
2025-06-10T18:00:00,nir250@hotmail.com,Pixel,285
2025-06-11T14:23:00,nir242@gmail.com,Surface,208
2025-06-12T08:33:00,yossi513@gmail.com,Surface,346
2025-06-12T20:40:00,tal47@walla.co.il,iPad,38
2025-06-12T20:50:00,yossi688@yahoo.com,iPhone,155
2025-06-12T21:35:00,omer274@gmail.com,Surface,48
2025-06-13T08:11:00,ori890@gmail.com,iPhone,15
2025-06-13T21:30:00,rotem101@gmail.com,MacBook-Pro,148
2025-06-14T08:01:00,david693@gmail.com,iPhone,80
2025-06-14T12:28:00,yossi513@gmail.com,iPhone,48
2025-06-14T18:33:00,yael513@yahoo.com,Lenovo,268
2025-06-15T11:43:00,x@x.com,iPhone,39
2025-06-15T15:24:00,omer274@gmail.com,Galaxy,41
2025-06-15T20:14:00,a@a.com,Unknown,53
2025-06-16T09:45:00,yael217@icloud.com,MacBook-Pro,222
2025-06-16T09:45:00,yael512@gmail.com,Pixel,83
2025-06-16T19:32:00,hila552@gmail.com,Surface,82
2025-06-17T20:25:00,ori928@gmail.com,MacBook-Pro,71
2025-06-18T12:06:00,omer302@icloud.com,Lenovo,36
2025-06-18T13:29:00,1@1.com,iPhone,64
2025-06-20T08:28:00,nope@nope.com,iPhone,30
2025-06-20T11:52:00,noa53@hotmail.com,iPad,130
2025-06-20T12:40:00,roni752@yahoo.com,רוני-iPhone,356
2025-06-20T13:43:00,tal991@outlook.com,תמר-iPhone,143
2025-06-20T15:09:00,noa449@hotmail.com,iPad,155
2025-06-21T08:08:00,x@x.com,iPhone,174
2025-06-21T10:59:00,michal841@gmail.com,MacBook-Pro,249
2025-06-22T12:01:00,hila28@walla.co.il,שירה-iPhone,34
2025-06-22T15:51:00,1@1.com,android-xxxx,12
2025-06-22T20:07:00,rinat988@hotmail.com,iPad,76
2025-06-22T20:30:00,ori890@gmail.com,iPhone,276
2025-06-22T20:43:00,shai937@walla.co.il,Lenovo,193
2025-06-23T08:42:00,roni119@outlook.com,Lenovo,157
2025-06-23T14:51:00,yossi504@gmail.com,iPad,194
2025-06-24T13:42:00,rotem988@gmail.com,Lenovo,254
2025-06-24T13:47:00,tomer972@gmail.com,Galaxy,308
2025-06-24T19:06:00,david693@gmail.com,Surface,191
2025-06-24T20:55:00,user@example.com,Unknown,32
2025-06-25T07:37:00,shai489@walla.co.il,iPad,259
2025-06-25T18:30:00,1@1.com,Unknown,45
2025-06-25T22:13:00,tomer704@icloud.com,Lenovo,73
2025-06-26T13:12:00,rotem988@gmail.com,iPad,50
2025-06-27T16:45:00,1@1.com,iPhone,5
2025-06-27T19:05:00,no.email@nope.com,iPhone,131
2025-06-27T19:25:00,tal991@outlook.com,iPhone,256
2025-06-27T20:45:00,1@1.com,PC,76
2025-06-28T09:55:00,shai993@gmail.com,iPhone,228
2025-06-28T13:12:00,nir702@gmail.com,iPhone,204
2025-06-28T18:54:00,amit940@gmail.com,MacBook-Pro,165
2025-06-28T20:30:00,rotem498@icloud.com,Lenovo,289
2025-06-28T22:40:00,hila943@icloud.com,ליבי-iPhone,44
2025-06-29T12:25:00,hila142@outlook.com,שלמה-iPhone,19
2025-06-29T21:26:00,dor10@icloud.com,Surface,18
2025-06-30T16:45:00,fake@email.com,PC,33
2025-06-30T18:39:00,no.email@nope.com,android-xxxx,22
